item,empid,dateyr,datewk,quantity
PROD_001,EMP256,2020,48,30
PROD_001,EMP256,2020,49,29
PROD_001,EMP256,2020,50,25
PROD_001,EMP256,2020,51,20
PROD_001,EMP256,2019,0,31
PROD_001,EMP256,2019,1,27
PROD_001,EMP256,2019,2,37
PROD_001,EMP256,2019,3,29
PROD_001,EMP256,2019,4,34
PROD_001,EMP256,2019,5,39
PROD_001,EMP256,2019,6,28
PROD_001,EMP256,2019,7,28
PROD_001,EMP256,2019,8,30
PROD_001,EMP256,2019,9,32
PROD_001,EMP256,2019,10,38
PROD_001,EMP256,2019,11,37
PROD_001,EMP256,2019,12,39
PROD_001,EMP256,2019,13,30
PROD_001,EMP256,2019,14,40
PROD_001,EMP256,2019,15,32
PROD_001,EMP256,2019,16,42
PROD_001,EMP256,2019,17,29
PROD_001,EMP256,2019,18,31
PROD_001,EMP256,2019,19,38
PROD_001,EMP256,2019,20,35
PROD_001,EMP256,2019,21,27
PROD_001,EMP256,2019,22,38
PROD_001,EMP256,2019,23,36
PROD_001,EMP256,2019,24,35
PROD_001,EMP256,2019,25,26
PROD_001,EMP256,2019,26,22
PROD_001,EMP256,2019,27,23
PROD_001,EMP256,2019,28,27
PROD_001,EMP256,2019,29,31
PROD_001,EMP256,2019,30,29
PROD_001,EMP256,2019,31,24
PROD_001,EMP256,2019,32,30
PROD_001,EMP256,2019,33,25
PROD_001,EMP256,2019,34,25
PROD_001,EMP256,2019,35,27
PROD_001,EMP256,2019,36,24
PROD_001,EMP256,2019,37,35
PROD_001,EMP256,2019,38,30
PROD_001,EMP256,2019,39,34
PROD_001,EMP256,2019,40,24
PROD_001,EMP256,2019,41,21
PROD_001,EMP256,2019,42,31
PROD_001,EMP256,2019,43,36
PROD_001,EMP256,2019,44,27
PROD_001,EMP256,2019,45,25
PROD_001,EMP256,2019,46,27
PROD_001,EMP256,2019,47,34
PROD_001,EMP256,2019,48,27
PROD_001,EMP256,2019,49,37
PROD_001,EMP256,2019,50,31
PROD_001,EMP256,2019,51,19
PROD_008,EMP244,2020,0,28
PROD_008,EMP244,2020,1,23
PROD_008,EMP244,2020,2,35
PROD_008,EMP244,2020,3,34
PROD_008,EMP244,2020,4,33
PROD_008,EMP244,2020,5,27
PROD_008,EMP244,2020,6,33
PROD_008,EMP244,2020,7,27
PROD_008,EMP244,2020,8,25
PROD_008,EMP244,2020,9,32
PROD_008,EMP244,2020,10,40
PROD_008,EMP244,2020,11,28
PROD_008,EMP244,2020,12,34
PROD_008,EMP244,2020,13,24
PROD_008,EMP244,2020,14,31
PROD_008,EMP244,2020,15,23
PROD_008,EMP244,2020,16,27
PROD_008,EMP244,2020,17,21
PROD_008,EMP244,2020,18,46
PROD_008,EMP244,2020,19,29
PROD_008,EMP244,2020,20,21
PROD_008,EMP244,2020,21,21
PROD_008,EMP244,2020,22,27
PROD_008,EMP244,2020,23,35
PROD_008,EMP244,2020,24,27
PROD_008,EMP244,2020,25,24
PROD_008,EMP244,2020,26,22
PROD_008,EMP244,2020,27,16
PROD_008,EMP244,2020,28,19
PROD_008,EMP244,2020,29,28
PROD_008,EMP244,2020,30,23
PROD_008,EMP244,2020,31,14
PROD_008,EMP244,2020,32,17
PROD_008,EMP244,2020,33,21
PROD_008,EMP244,2020,34,16
PROD_008,EMP244,2020,35,23
PROD_008,EMP244,2020,36,30
PROD_008,EMP244,2020,37,20
PROD_008,EMP244,2020,38,15
PROD_008,EMP244,2020,39,19
PROD_008,EMP244,2020,40,20
PROD_008,EMP244,2020,41,14
PROD_008,EMP244,2020,42,25
PROD_008,EMP244,2020,43,18
PROD_008,EMP244,2020,44,29
PROD_008,EMP244,2020,45,30
PROD_008,EMP244,2020,46,30
PROD_008,EMP244,2020,47,19
PROD_008,EMP244,2020,48,13
PROD_008,EMP244,2020,49,25
PROD_008,EMP244,2020,50,24
PROD_008,EMP244,2020,51,30
PROD_008,EMP244,2019,0,17
PROD_008,EMP244,2019,1,16
PROD_008,EMP244,2019,2,19
PROD_008,EMP244,2019,3,20
PROD_008,EMP244,2019,4,19
PROD_008,EMP244,2019,5,19
PROD_008,EMP244,2019,6,29
PROD_008,EMP244,2019,7,35
PROD_008,EMP244,2019,8,15
PROD_008,EMP244,2019,9,27
PROD_008,EMP244,2019,10,24
PROD_008,EMP244,2019,11,24
PROD_008,EMP244,2019,12,34
PROD_008,EMP244,2019,13,29
PROD_008,EMP244,2019,14,24
PROD_008,EMP244,2019,15,29
PROD_008,EMP244,2019,16,24
PROD_008,EMP244,2019,17,29
PROD_008,EMP244,2019,18,22
PROD_008,EMP244,2019,19,22
PROD_008,EMP244,2019,20,37
PROD_008,EMP244,2019,21,32
PROD_008,EMP244,2019,22,25
PROD_008,EMP244,2019,23,27
PROD_008,EMP244,2019,24,50
PROD_008,EMP244,2019,25,33
PROD_008,EMP244,2019,26,14
PROD_008,EMP244,2019,27,11
PROD_008,EMP244,2019,28,13
PROD_008,EMP244,2019,29,24
PROD_008,EMP244,2019,30,16
PROD_008,EMP244,2019,31,17
PROD_008,EMP244,2019,32,15
PROD_008,EMP244,2019,33,17
PROD_008,EMP244,2019,34,18
PROD_008,EMP244,2019,35,20
PROD_008,EMP244,2019,36,19
PROD_008,EMP244,2019,37,26
PROD_008,EMP244,2019,38,16
PROD_008,EMP244,2019,39,24
PROD_008,EMP244,2019,40,17
PROD_008,EMP244,2019,41,20
PROD_008,EMP244,2019,42,26
PROD_008,EMP244,2019,43,35
PROD_008,EMP244,2019,44,29
PROD_008,EMP244,2019,45,22
PROD_008,EMP244,2019,46,22
PROD_008,EMP244,2019,47,30
PROD_008,EMP244,2019,48,29
PROD_008,EMP244,2019,49,31
PROD_008,EMP244,2019,50,34
PROD_008,EMP244,2019,51,39
PROD_005,EMP234,2020,0,18
PROD_005,EMP234,2020,1,26
PROD_005,EMP234,2020,2,12
PROD_005,EMP234,2020,3,17
PROD_005,EMP234,2020,4,23
PROD_005,EMP234,2020,5,15
PROD_005,EMP234,2020,6,18
PROD_005,EMP234,2020,7,19
PROD_005,EMP234,2020,8,33
PROD_005,EMP234,2020,9,31
PROD_005,EMP234,2020,10,21
PROD_005,EMP234,2020,11,32
PROD_005,EMP234,2020,12,21
PROD_005,EMP234,2020,13,17
PROD_005,EMP234,2020,14,29
PROD_005,EMP234,2020,15,20
PROD_005,EMP234,2020,16,20
PROD_005,EMP234,2020,17,23
PROD_005,EMP234,2020,18,20
PROD_005,EMP234,2020,19,27
PROD_005,EMP234,2020,20,20
PROD_005,EMP234,2020,21,30
PROD_005,EMP234,2020,22,29
PROD_005,EMP234,2020,23,33
PROD_005,EMP234,2020,24,43
PROD_005,EMP234,2020,25,31
PROD_005,EMP234,2020,26,9
PROD_005,EMP234,2020,27,17
PROD_005,EMP234,2020,28,16
PROD_005,EMP234,2020,29,17
PROD_005,EMP234,2020,30,14
PROD_005,EMP234,2020,31,15
PROD_005,EMP234,2020,32,13
PROD_005,EMP234,2020,33,8
PROD_005,EMP234,2020,34,13
PROD_005,EMP234,2020,35,25
PROD_005,EMP234,2020,36,16
PROD_005,EMP234,2020,37,29
PROD_005,EMP234,2020,38,17
PROD_005,EMP234,2020,39,17
PROD_005,EMP234,2020,40,19
PROD_005,EMP234,2020,41,19
PROD_005,EMP234,2020,42,24
PROD_005,EMP234,2020,43,26
PROD_005,EMP234,2020,44,21
PROD_005,EMP234,2020,45,25
PROD_005,EMP234,2020,46,25
PROD_005,EMP234,2020,47,24
PROD_005,EMP234,2020,48,29
PROD_005,EMP234,2020,49,23
PROD_005,EMP234,2020,50,34
PROD_005,EMP234,2020,51,30
PROD_005,EMP234,2019,0,26
PROD_005,EMP234,2019,1,16
PROD_005,EMP234,2019,2,23
PROD_005,EMP234,2019,3,19
PROD_005,EMP234,2019,4,29
PROD_005,EMP234,2019,5,21
PROD_005,EMP234,2019,6,16
PROD_005,EMP234,2019,7,14
PROD_005,EMP234,2019,8,29
PROD_005,EMP234,2019,9,13
PROD_005,EMP234,2019,10,20
PROD_005,EMP234,2019,11,22
PROD_005,EMP234,2019,12,16
PROD_005,EMP234,2019,13,26
PROD_005,EMP234,2019,14,19
PROD_005,EMP234,2019,15,26
PROD_005,EMP234,2019,16,23
PROD_005,EMP234,2019,17,17
PROD_005,EMP234,2019,18,12
PROD_005,EMP234,2019,19,20
PROD_005,EMP234,2019,20,24
PROD_005,EMP234,2019,21,29
PROD_005,EMP234,2019,22,24
PROD_005,EMP234,2019,23,38
PROD_005,EMP234,2019,24,24
PROD_005,EMP234,2019,25,27
PROD_005,EMP234,2019,26,10
PROD_005,EMP234,2019,27,17
PROD_005,EMP234,2019,28,10
PROD_005,EMP234,2019,29,16
PROD_005,EMP234,2019,30,18
PROD_005,EMP234,2019,31,21
PROD_005,EMP234,2019,32,14
PROD_005,EMP234,2019,33,23
PROD_005,EMP234,2019,34,21
PROD_005,EMP234,2019,35,15
PROD_005,EMP234,2019,36,25
PROD_005,EMP234,2019,37,15
PROD_005,EMP234,2019,38,13
PROD_005,EMP234,2019,39,11
PROD_005,EMP234,2019,40,21
PROD_005,EMP234,2019,41,19
PROD_005,EMP234,2019,42,20
PROD_005,EMP234,2019,43,15
PROD_005,EMP234,2019,44,17
PROD_005,EMP234,2019,45,11
PROD_005,EMP234,2019,46,12
PROD_005,EMP234,2019,47,18
PROD_005,EMP234,2019,48,23
PROD_005,EMP234,2019,49,22
PROD_005,EMP234,2019,50,19
PROD_005,EMP234,2019,51,31
PROD_002,EMP256,2020,0,24
PROD_002,EMP256,2020,1,18
PROD_002,EMP256,2020,2,15
PROD_002,EMP256,2020,3,21
PROD_002,EMP256,2020,4,20
PROD_002,EMP256,2020,5,19
PROD_002,EMP256,2020,6,21
PROD_002,EMP256,2020,7,25
PROD_002,EMP256,2020,8,21
PROD_002,EMP256,2020,9,13
PROD_002,EMP256,2020,10,31
PROD_002,EMP256,2020,11,20
PROD_002,EMP256,2020,12,23
PROD_002,EMP256,2020,13,18
PROD_002,EMP256,2020,14,16
PROD_002,EMP256,2020,15,18
PROD_002,EMP256,2020,16,15
PROD_002,EMP256,2020,17,25
PROD_002,EMP256,2020,18,23
PROD_002,EMP256,2020,19,25
PROD_002,EMP256,2020,20,26
PROD_002,EMP256,2020,21,9
PROD_002,EMP256,2020,22,23
PROD_002,EMP256,2020,23,23
PROD_002,EMP256,2020,24,22
PROD_002,EMP256,2020,25,26
PROD_002,EMP256,2020,26,15
PROD_002,EMP256,2020,27,16
PROD_002,EMP256,2020,28,15
PROD_002,EMP256,2020,29,20
PROD_002,EMP256,2020,30,13
PROD_002,EMP256,2020,31,15
PROD_002,EMP256,2020,32,16
PROD_002,EMP256,2020,33,17
PROD_002,EMP256,2020,34,19
PROD_002,EMP256,2020,35,13
PROD_002,EMP256,2020,36,14
PROD_002,EMP256,2020,37,17
PROD_002,EMP256,2020,38,17
PROD_002,EMP256,2020,39,15
PROD_002,EMP256,2020,40,22
PROD_002,EMP256,2020,41,14
PROD_002,EMP256,2020,42,23
PROD_002,EMP256,2020,43,12
PROD_002,EMP256,2020,44,13
PROD_002,EMP256,2020,45,12
PROD_002,EMP256,2020,46,21
PROD_002,EMP256,2020,47,19
PROD_002,EMP256,2020,48,11
PROD_002,EMP256,2020,49,20
PROD_002,EMP256,2020,50,20
PROD_002,EMP256,2020,51,20
PROD_002,EMP256,2019,0,23
PROD_002,EMP256,2019,1,12
PROD_002,EMP256,2019,2,16
PROD_002,EMP256,2019,3,22
PROD_002,EMP256,2019,4,18
PROD_002,EMP256,2019,5,18
PROD_002,EMP256,2019,6,17
PROD_002,EMP256,2019,7,11
PROD_002,EMP256,2019,8,28
PROD_002,EMP256,2019,9,10
PROD_002,EMP256,2019,10,25
PROD_002,EMP256,2019,11,24
PROD_002,EMP256,2019,12,22
PROD_002,EMP256,2019,13,25
PROD_002,EMP256,2019,14,12
PROD_002,EMP256,2019,15,17
PROD_002,EMP256,2019,16,16
PROD_002,EMP256,2019,17,33
PROD_002,EMP256,2019,18,20
PROD_002,EMP256,2019,19,16
PROD_002,EMP256,2019,20,20
PROD_002,EMP256,2019,21,20
PROD_002,EMP256,2019,22,25
PROD_002,EMP256,2019,23,24
PROD_002,EMP256,2019,24,32
PROD_002,EMP256,2019,25,35
PROD_002,EMP256,2019,26,13
PROD_002,EMP256,2019,27,12
PROD_002,EMP256,2019,28,11
PROD_002,EMP256,2019,29,10
PROD_002,EMP256,2019,30,11
PROD_002,EMP256,2019,31,6
PROD_002,EMP256,2019,32,10
PROD_002,EMP256,2019,33,18
PROD_002,EMP256,2019,34,19
PROD_002,EMP256,2019,35,19
PROD_002,EMP256,2019,36,13
PROD_002,EMP256,2019,37,16
PROD_002,EMP256,2019,38,11
PROD_002,EMP256,2019,39,13
PROD_002,EMP256,2019,40,24
PROD_002,EMP256,2019,41,15
PROD_002,EMP256,2019,42,18
PROD_002,EMP256,2019,43,24
PROD_002,EMP256,2019,44,14
PROD_002,EMP256,2019,45,18
PROD_002,EMP256,2019,46,18
PROD_002,EMP256,2019,47,13
PROD_002,EMP256,2019,48,23
PROD_002,EMP256,2019,49,22
PROD_002,EMP256,2019,50,23
PROD_002,EMP256,2019,51,31
PROD_006,EMP234,2020,0,15
PROD_006,EMP234,2020,1,26
PROD_006,EMP234,2020,2,11
PROD_006,EMP234,2020,3,15
PROD_006,EMP234,2020,4,19
PROD_006,EMP234,2020,5,15
PROD_006,EMP234,2020,6,16
PROD_006,EMP234,2020,7,19
PROD_006,EMP234,2020,8,19
PROD_006,EMP234,2020,9,23
PROD_006,EMP234,2020,10,24
PROD_006,EMP234,2020,11,24
PROD_006,EMP234,2020,12,19
PROD_006,EMP234,2020,13,26
PROD_006,EMP234,2020,14,19
PROD_006,EMP234,2020,15,16
PROD_006,EMP234,2020,16,20
PROD_006,EMP234,2020,17,23
PROD_006,EMP234,2020,18,20
PROD_006,EMP234,2020,19,9
PROD_006,EMP234,2020,20,13
PROD_006,EMP234,2020,21,23
PROD_006,EMP234,2020,22,28
PROD_006,EMP234,2020,23,27
PROD_006,EMP234,2020,24,26
PROD_006,EMP234,2020,25,27
PROD_006,EMP234,2020,26,6
PROD_006,EMP234,2020,27,14
PROD_006,EMP234,2020,28,13
PROD_006,EMP234,2020,29,8
PROD_006,EMP234,2020,30,18
PROD_006,EMP234,2020,31,16
PROD_006,EMP234,2020,32,15
PROD_006,EMP234,2020,33,17
PROD_006,EMP234,2020,34,7
PROD_006,EMP234,2020,35,18
PROD_006,EMP234,2020,36,13
PROD_006,EMP234,2020,37,17
PROD_006,EMP234,2020,38,9
PROD_006,EMP234,2020,39,16
PROD_006,EMP234,2020,40,16
PROD_006,EMP234,2020,41,16
PROD_006,EMP234,2020,42,12
PROD_006,EMP234,2020,43,18
PROD_006,EMP234,2020,44,13
PROD_006,EMP234,2020,45,11
PROD_006,EMP234,2020,46,20
PROD_006,EMP234,2020,47,20
PROD_006,EMP234,2020,48,26
PROD_006,EMP234,2020,49,26
PROD_006,EMP234,2020,50,25
PROD_006,EMP234,2020,51,37
PROD_006,EMP234,2019,0,16
PROD_006,EMP234,2019,1,30
PROD_006,EMP234,2019,2,25
PROD_006,EMP234,2019,3,11
PROD_006,EMP234,2019,4,23
PROD_006,EMP234,2019,5,19
PROD_006,EMP234,2019,6,27
PROD_006,EMP234,2019,7,15
PROD_006,EMP234,2019,8,30
PROD_006,EMP234,2019,9,23
PROD_006,EMP234,2019,10,19
PROD_006,EMP234,2019,11,22
PROD_006,EMP234,2019,12,16
PROD_006,EMP234,2019,13,17
PROD_006,EMP234,2019,14,19
PROD_006,EMP234,2019,15,20
PROD_006,EMP234,2019,16,30
PROD_006,EMP234,2019,17,15
PROD_006,EMP234,2019,18,24
PROD_006,EMP234,2019,19,15
PROD_006,EMP234,2019,20,18
PROD_006,EMP234,2019,21,16
PROD_006,EMP234,2019,22,15
PROD_006,EMP234,2019,23,23
PROD_006,EMP234,2019,24,20
PROD_006,EMP234,2019,25,20
PROD_006,EMP234,2019,26,15
PROD_006,EMP234,2019,27,11
PROD_006,EMP234,2019,28,9
PROD_006,EMP234,2019,29,12
PROD_006,EMP234,2019,30,21
PROD_006,EMP234,2019,31,26
PROD_006,EMP234,2019,32,20
PROD_006,EMP234,2019,33,12
PROD_006,EMP234,2019,34,16
PROD_006,EMP234,2019,35,14
PROD_006,EMP234,2019,36,11
PROD_006,EMP234,2019,37,15
PROD_006,EMP234,2019,38,24
PROD_006,EMP234,2019,39,14
PROD_006,EMP234,2019,40,19
PROD_006,EMP234,2019,41,20
PROD_006,EMP234,2019,42,19
PROD_006,EMP234,2019,43,14
PROD_006,EMP234,2019,44,18
PROD_006,EMP234,2019,45,13
PROD_006,EMP234,2019,46,17
PROD_006,EMP234,2019,47,15
PROD_006,EMP234,2019,48,11
PROD_006,EMP234,2019,49,13
PROD_006,EMP234,2019,50,18
PROD_006,EMP234,2019,51,20
PROD_003,EMP256,2020,0,19
PROD_003,EMP256,2020,1,14
PROD_003,EMP256,2020,2,17
PROD_003,EMP256,2020,3,27
PROD_003,EMP256,2020,4,14
PROD_003,EMP256,2020,5,18
PROD_003,EMP256,2020,6,18
PROD_003,EMP256,2020,7,18
PROD_003,EMP256,2020,8,14
PROD_003,EMP256,2020,9,18
PROD_003,EMP256,2020,10,19
PROD_003,EMP256,2020,11,17
PROD_003,EMP256,2020,12,28
PROD_003,EMP256,2020,13,25
PROD_003,EMP256,2020,14,21
PROD_003,EMP256,2020,15,16
PROD_003,EMP256,2020,16,24
PROD_003,EMP256,2020,17,26
PROD_003,EMP256,2020,18,14
PROD_003,EMP256,2020,19,18
PROD_003,EMP256,2020,20,20
PROD_003,EMP256,2020,21,25
PROD_003,EMP256,2020,22,20
PROD_003,EMP256,2020,23,21
PROD_003,EMP256,2020,24,17
PROD_003,EMP256,2020,25,7
PROD_003,EMP256,2020,26,21
PROD_003,EMP256,2020,27,19
PROD_003,EMP256,2020,28,20
PROD_003,EMP256,2020,29,14
PROD_003,EMP256,2020,30,20
PROD_003,EMP256,2020,31,19
PROD_003,EMP256,2020,32,16
PROD_003,EMP256,2020,33,12
PROD_003,EMP256,2020,34,16
PROD_003,EMP256,2020,35,20
PROD_003,EMP256,2020,36,25
PROD_003,EMP256,2020,37,15
PROD_003,EMP256,2020,38,18
PROD_003,EMP256,2020,39,18
PROD_003,EMP256,2020,40,16
PROD_003,EMP256,2020,41,15
PROD_003,EMP256,2020,42,19
PROD_003,EMP256,2020,43,9
PROD_003,EMP256,2020,44,27
PROD_003,EMP256,2020,45,14
PROD_003,EMP256,2020,46,17
PROD_003,EMP256,2020,47,12
PROD_003,EMP256,2020,48,16
PROD_003,EMP256,2020,49,13
PROD_003,EMP256,2020,50,19
PROD_003,EMP256,2020,51,7
PROD_003,EMP256,2019,0,19
PROD_003,EMP256,2019,1,20
PROD_003,EMP256,2019,2,27
PROD_003,EMP256,2019,3,23
PROD_003,EMP256,2019,4,19
PROD_003,EMP256,2019,5,30
PROD_003,EMP256,2019,6,23
PROD_003,EMP256,2019,7,23
PROD_003,EMP256,2019,8,13
PROD_003,EMP256,2019,9,12
PROD_003,EMP256,2019,10,14
PROD_003,EMP256,2019,11,28
PROD_003,EMP256,2019,12,11
PROD_003,EMP256,2019,13,15
PROD_003,EMP256,2019,14,24
PROD_003,EMP256,2019,15,15
PROD_003,EMP256,2019,16,25
PROD_003,EMP256,2019,17,28
PROD_003,EMP256,2019,18,22
PROD_003,EMP256,2019,19,17
PROD_003,EMP256,2019,20,16
PROD_003,EMP256,2019,21,19
PROD_003,EMP256,2019,22,21
PROD_003,EMP256,2019,23,15
PROD_003,EMP256,2019,24,16
PROD_003,EMP256,2019,25,18
PROD_003,EMP256,2019,26,14
PROD_003,EMP256,2019,27,10
PROD_003,EMP256,2019,28,14
PROD_003,EMP256,2019,29,16
PROD_003,EMP256,2019,30,11
PROD_003,EMP256,2019,31,16
PROD_003,EMP256,2019,32,10
PROD_003,EMP256,2019,33,17
PROD_003,EMP256,2019,34,17
PROD_003,EMP256,2019,35,16
PROD_003,EMP256,2019,36,13
PROD_003,EMP256,2019,37,22
PROD_003,EMP256,2019,38,13
PROD_003,EMP256,2019,39,16
PROD_003,EMP256,2019,40,14
PROD_003,EMP256,2019,41,12
PROD_003,EMP256,2019,42,18
PROD_003,EMP256,2019,43,22
PROD_003,EMP256,2019,44,17
PROD_003,EMP256,2019,45,16
PROD_003,EMP256,2019,46,21
PROD_003,EMP256,2019,47,12
PROD_003,EMP256,2019,48,19
PROD_003,EMP256,2019,49,16
PROD_003,EMP256,2019,50,21
PROD_003,EMP256,2019,51,21
PROD_007,EMP234,2020,0,16
PROD_007,EMP234,2020,1,17
PROD_007,EMP234,2020,2,12
PROD_007,EMP234,2020,3,10
PROD_007,EMP234,2020,4,23
PROD_007,EMP234,2020,5,14
PROD_007,EMP234,2020,6,23
PROD_007,EMP234,2020,7,15
PROD_007,EMP234,2020,8,14
PROD_007,EMP234,2020,9,18
PROD_007,EMP234,2020,10,17
PROD_007,EMP234,2020,11,18
PROD_007,EMP234,2020,12,11
PROD_007,EMP234,2020,13,16
PROD_007,EMP234,2020,14,15
PROD_007,EMP234,2020,15,18
PROD_007,EMP234,2020,16,23
PROD_007,EMP234,2020,17,22
PROD_007,EMP234,2020,18,23
PROD_007,EMP234,2020,19,13
PROD_007,EMP234,2020,20,23
PROD_007,EMP234,2020,21,22
PROD_007,EMP234,2020,22,24
PROD_007,EMP234,2020,23,35
PROD_007,EMP234,2020,24,23
PROD_007,EMP234,2020,25,24
PROD_007,EMP234,2020,26,13
PROD_007,EMP234,2020,27,18
PROD_007,EMP234,2020,28,13
PROD_007,EMP234,2020,29,11
PROD_007,EMP234,2020,30,17
PROD_007,EMP234,2020,31,18
PROD_007,EMP234,2020,32,9
PROD_007,EMP234,2020,33,10
PROD_007,EMP234,2020,34,14
PROD_007,EMP234,2020,35,11
PROD_007,EMP234,2020,36,14
PROD_007,EMP234,2020,37,13
PROD_007,EMP234,2020,38,15
PROD_007,EMP234,2020,39,18
PROD_007,EMP234,2020,40,16
PROD_007,EMP234,2020,41,12
PROD_007,EMP234,2020,42,19
PROD_007,EMP234,2020,43,12
PROD_007,EMP234,2020,44,10
PROD_007,EMP234,2020,45,18
PROD_007,EMP234,2020,46,11
PROD_007,EMP234,2020,47,18
PROD_007,EMP234,2020,48,21
PROD_007,EMP234,2020,49,19
PROD_007,EMP234,2020,50,24
PROD_007,EMP234,2020,51,22
PROD_007,EMP234,2019,0,14
PROD_007,EMP234,2019,1,20
PROD_007,EMP234,2019,2,15
PROD_007,EMP234,2019,3,11
PROD_007,EMP234,2019,4,10
PROD_007,EMP234,2019,5,20
PROD_007,EMP234,2019,6,18
PROD_007,EMP234,2019,7,12
PROD_007,EMP234,2019,8,18
PROD_007,EMP234,2019,9,11
PROD_007,EMP234,2019,10,17
PROD_007,EMP234,2019,11,18
PROD_007,EMP234,2019,12,13
PROD_007,EMP234,2019,13,24
PROD_007,EMP234,2019,14,11
PROD_007,EMP234,2019,15,18
PROD_007,EMP234,2019,16,21
PROD_007,EMP234,2019,17,12
PROD_007,EMP234,2019,18,14
PROD_007,EMP234,2019,19,22
PROD_007,EMP234,2019,20,15
PROD_007,EMP234,2019,21,22
PROD_007,EMP234,2019,22,20
PROD_007,EMP234,2019,23,21
PROD_007,EMP234,2019,24,34
PROD_007,EMP234,2019,25,26
PROD_007,EMP234,2019,26,13
PROD_007,EMP234,2019,27,11
PROD_007,EMP234,2019,28,11
PROD_007,EMP234,2019,29,16
PROD_007,EMP234,2019,30,16
PROD_007,EMP234,2019,31,11
PROD_007,EMP234,2019,32,9
PROD_007,EMP234,2019,33,15
PROD_007,EMP234,2019,34,19
PROD_007,EMP234,2019,35,14
PROD_007,EMP234,2019,36,20
PROD_007,EMP234,2019,37,18
PROD_007,EMP234,2019,38,17
PROD_007,EMP234,2019,39,19
PROD_007,EMP234,2019,40,8
PROD_007,EMP234,2019,41,15
PROD_007,EMP234,2019,42,17
PROD_007,EMP234,2019,43,13
PROD_007,EMP234,2019,44,10
PROD_007,EMP234,2019,45,20
PROD_007,EMP234,2019,46,19
PROD_007,EMP234,2019,47,15
PROD_007,EMP234,2019,48,18
PROD_007,EMP234,2019,49,22
PROD_007,EMP234,2019,50,26
PROD_007,EMP234,2019,51,18
PROD_004,EMP256,2020,0,6
PROD_004,EMP256,2020,1,13
PROD_004,EMP256,2020,2,16
PROD_004,EMP256,2020,3,9
PROD_004,EMP256,2020,4,18
PROD_004,EMP256,2020,5,16
PROD_004,EMP256,2020,6,16
PROD_004,EMP256,2020,7,12
PROD_004,EMP256,2020,8,22
PROD_004,EMP256,2020,9,15
PROD_004,EMP256,2020,10,18
PROD_004,EMP256,2020,11,16
PROD_004,EMP256,2020,12,15
PROD_004,EMP256,2020,13,15
PROD_004,EMP256,2020,14,12
PROD_004,EMP256,2020,15,18
PROD_004,EMP256,2020,16,19
PROD_004,EMP256,2020,17,32
PROD_004,EMP256,2020,18,18
PROD_004,EMP256,2020,19,27
PROD_004,EMP256,2020,20,25
PROD_004,EMP256,2020,21,23
PROD_004,EMP256,2020,22,19
PROD_004,EMP256,2020,23,20
PROD_004,EMP256,2020,24,27
PROD_004,EMP256,2020,25,21
PROD_004,EMP256,2020,26,8
PROD_004,EMP256,2020,27,11
PROD_004,EMP256,2020,28,9
PROD_004,EMP256,2020,29,12
PROD_004,EMP256,2020,30,11
PROD_004,EMP256,2020,31,11
PROD_004,EMP256,2020,32,8
PROD_004,EMP256,2020,33,17
PROD_004,EMP256,2020,34,20
PROD_004,EMP256,2020,35,6
PROD_004,EMP256,2020,36,10
PROD_004,EMP256,2020,37,16
PROD_004,EMP256,2020,38,16
PROD_004,EMP256,2020,39,13
PROD_004,EMP256,2020,40,10
PROD_004,EMP256,2020,41,19
PROD_004,EMP256,2020,42,17
PROD_004,EMP256,2020,43,14
PROD_004,EMP256,2020,44,13
PROD_004,EMP256,2020,45,19
PROD_004,EMP256,2020,46,19
PROD_004,EMP256,2020,47,20
PROD_004,EMP256,2020,48,22
PROD_004,EMP256,2020,49,22
PROD_004,EMP256,2020,50,18
PROD_004,EMP256,2020,51,31
PROD_004,EMP256,2019,0,12
PROD_004,EMP256,2019,1,27
PROD_004,EMP256,2019,2,18
PROD_004,EMP256,2019,3,22
PROD_004,EMP256,2019,4,19
PROD_004,EMP256,2019,5,19
PROD_004,EMP256,2019,6,25
PROD_004,EMP256,2019,7,19
PROD_004,EMP256,2019,8,8
PROD_004,EMP256,2019,9,15
PROD_004,EMP256,2019,10,15
PROD_004,EMP256,2019,11,18
PROD_004,EMP256,2019,12,15
PROD_004,EMP256,2019,13,22
PROD_004,EMP256,2019,14,18
PROD_004,EMP256,2019,15,16
PROD_004,EMP256,2019,16,19
PROD_004,EMP256,2019,17,21
PROD_004,EMP256,2019,18,18
PROD_004,EMP256,2019,19,14
PROD_004,EMP256,2019,20,20
PROD_004,EMP256,2019,21,15
PROD_004,EMP256,2019,22,15
PROD_004,EMP256,2019,23,10
PROD_004,EMP256,2019,24,22
PROD_004,EMP256,2019,25,13
PROD_004,EMP256,2019,26,11
PROD_004,EMP256,2019,27,20
PROD_004,EMP256,2019,28,20
PROD_004,EMP256,2019,29,12
PROD_004,EMP256,2019,30,10
PROD_004,EMP256,2019,31,9
PROD_004,EMP256,2019,32,8
PROD_004,EMP256,2019,33,12
PROD_004,EMP256,2019,34,24
PROD_004,EMP256,2019,35,23
PROD_004,EMP256,2019,36,11
PROD_004,EMP256,2019,37,12
PROD_004,EMP256,2019,38,18
PROD_004,EMP256,2019,39,8
PROD_004,EMP256,2019,40,19
PROD_004,EMP256,2019,41,18
PROD_004,EMP256,2019,42,18
PROD_004,EMP256,2019,43,13
